path,rights_group,origin,origin_commit,source_identity,modification_status,owner_evidence,ai_assistance,third_party_material,inbound_license,current_notice,outbound_license,redistribution_authority,public_status,public_release_eligible,required_action,evidence_reference,authority_effect,record_status
components/uvlm-publications/python/src/atlas/triadic/governed_posture_explain.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:419ef7787416d51f8b460fa5f189a1a31af5b875,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/uvlm-publications/python/src/atlas/triadic/governed_posture_explain.py,NONE,ACTIVE
components/uvlm-publications/python/src/atlas/triadic/human_review_ui.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:33139418cb55d5f86519011ab53bf1754404926f,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/uvlm-publications/python/src/atlas/triadic/human_review_ui.py,NONE,ACTIVE
components/uvlm-publications/python/src/atlas/triadic/totality_posture.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:0563658bc78a8f89a949ecf6dc2759699dc6cd63,RL02_UNICODE_PROVENANCE_COMMENT_ONLY,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNICODE_UCD_17.0.0_DEFAULT_IGNORABLE_CODE_POINT_DATA,MPL-2.0_WITH_UNICODE-3.0_DATA_EXCEPTION,UNICODE_UCD_PROVENANCE_COMMENT_AND_THIRD_PARTY_NOTICE,MPL-2.0_WITH_UNICODE_LICENSE_V3_EXCEPTION,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:components/uvlm-publications/python/src/atlas/triadic/totality_posture.py,NONE,ACTIVE
components/uvlm-publications/python/src/atlas/triadic/usability_comparator_ui.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:81db9b99e413bdb740ae0f742dfca49ebb6ceaa8,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/uvlm-publications/python/src/atlas/triadic/usability_comparator_ui.py,NONE,ACTIVE
components/uvlm-publications/tests/test_atlas_governed_posture.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:648e4a9a9df75535322bf8808d075088d4929709,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/uvlm-publications/tests/test_atlas_governed_posture.py,NONE,ACTIVE
components/uvlm-publications/tests/test_atlas_human_review_ui.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:e19431baa28754c220eefdde093fba986a7f60d3,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/uvlm-publications/tests/test_atlas_human_review_ui.py,NONE,ACTIVE
components/uvlm-publications/tests/test_atlas_totality_posture.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:52bba502025b8df41101b86254731da9d109082c,RL02_UNICODE_PROVENANCE_COMMENT_ONLY,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNICODE_UCD_17.0.0_DEFAULT_IGNORABLE_CODE_POINT_DATA,MPL-2.0_WITH_UNICODE-3.0_DATA_EXCEPTION,UNICODE_UCD_PROVENANCE_COMMENT_AND_THIRD_PARTY_NOTICE,MPL-2.0_WITH_UNICODE_LICENSE_V3_EXCEPTION,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:components/uvlm-publications/tests/test_atlas_totality_posture.py,NONE,ACTIVE
docs/first-review.md,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:docs/first-review.md,NONE,ACTIVE
docs/getting-started.md,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,RL02_SUCCESSOR_MODIFIED,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:docs/getting-started.md,NONE,ACTIVE
docs/index.md,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:docs/index.md,NONE,ACTIVE
docs/output-guide.md,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:docs/output-guide.md,NONE,ACTIVE
docs/research/index.md,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:docs/research/index.md,NONE,ACTIVE
docs/roadmap.md,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:docs/roadmap.md,NONE,ACTIVE
docs/safety-and-boundaries.md,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:docs/safety-and-boundaries.md,NONE,ACTIVE
docs/technical/index.md,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:docs/technical/index.md,NONE,ACTIVE
docs/whitepaper/index.md,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:docs/whitepaper/index.md,NONE,ACTIVE
integration/tests/test_prepare_totality_task.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:fa76332cbc9954b1f55a3c6668791e6f19bad698,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#integration/tests/test_prepare_totality_task.py,NONE,ACTIVE
integration/tools/RUN_PRODUCT_TASK_01.cmd,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:306d9919e95299711adfe3effdf697bfbbcdb0cc,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#integration/tools/RUN_PRODUCT_TASK_01.cmd,NONE,ACTIVE
integration/tools/START_THOMAS_REVIEW.cmd,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:daea51803f724143231e5dbb793a48f1fc7e4f2b,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#integration/tools/START_THOMAS_REVIEW.cmd,NONE,ACTIVE
integration/tools/launch_totality_human_comparison.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:33f8b6e7ede1559874bafee2df293712be9a95f5,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#integration/tools/launch_totality_human_comparison.py,NONE,ACTIVE
integration/tools/prepare_totality_task.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:3f47e6ce15a0d1ca12c3ee8ec7be1b7992bf1fbd,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#integration/tools/prepare_totality_task.py,NONE,ACTIVE
integration/tools/run_substantive_totality_task.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:ad4f8026df8ddd739e2a3504e22a1719a3941c0a,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#integration/tools/run_substantive_totality_task.py,NONE,ACTIVE
integration/tools/run_totality_product_route.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:153a724e4e95ed053b9db5f66459fa49736fecdd,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#integration/tools/run_totality_product_route.py,NONE,ACTIVE
licenses/Unicode-3.0.txt,D,RL-02 human-approved implementation candidate,NOT_APPLICABLE_PENDING_SUCCESSOR_COMMIT,OFFICIAL_UNICODE_LICENSE_SHA256:e7a93b009565cfce55919a381437ac4db883e9da2126fa28b91d12732bc53d96,NEW_RL02_FILE,RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f; INDEPENDENT_REVIEW_REQUIRED,NO_AI_ASSISTANCE_EXACT_OFFICIAL_LICENSE_BYTES,UNICODE_LICENSE_V3_EXACT_OFFICIAL_TEXT,UNICODE-3.0_OFFICIAL_TEXT,UNICODE_LICENSE_V3_EXACT_OFFICIAL_TEXT,MPL-2.0_WITH_UNICODE_LICENSE_V3_EXCEPTION,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:licenses/Unicode-3.0.txt,NONE,ACTIVE
pyproject.toml,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,RL02_SUCCESSOR_MODIFIED,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:pyproject.toml,NONE,ACTIVE
src/triadicbrain/__init__.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,RL02_SUCCESSOR_MODIFIED,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:src/triadicbrain/__init__.py,NONE,ACTIVE
src/triadicbrain/__main__.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:src/triadicbrain/__main__.py,NONE,ACTIVE
src/triadicbrain/cli.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:src/triadicbrain/cli.py,NONE,ACTIVE
src/triadicbrain/contracts.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:src/triadicbrain/contracts.py,NONE,ACTIVE
src/triadicbrain/demo.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:src/triadicbrain/demo.py,NONE,ACTIVE
src/triadicbrain/doctor.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:src/triadicbrain/doctor.py,NONE,ACTIVE
